survey_id,variable,metric,value,weighted
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,mean,1.8719629481122482,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,sd,0.9837373005643496,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,max,3.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,min,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,num,344166.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,skewness,0.2581744686355596,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,kurtosis,-1.916684333750716,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,p01,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,p05,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,p10,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,p25,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,p50,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,p75,3.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,p90,3.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,p95,3.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,p99,3.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,missing_share_w,0.15877934674187452,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,mean_w,1.892187151419327,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,sd_w,0.9863597398265346,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,p01_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,p05_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,p10_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,p25_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,p50_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,p75_w,3.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,p90_w,3.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,p95_w,3.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,lstatus,p99_w,3.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,missing_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,non_missing_n,408099.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,zero_share,0.639011612378369,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,mean,0.36098838762163105,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,sd,0.48028776464739287,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,max,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,min,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,num,408099.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,skewness,0.5788708515109907,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,kurtosis,-1.6649166966714655,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,p01,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,p05,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,p10,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,p25,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,p50,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,p75,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,p90,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,p95,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,p99,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,missing_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,zero_share_w,0.6312440714997314,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,mean_w,0.36875592850026867,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,sd_w,0.48246760896061563,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,p01_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,p05_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,p10_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,p25_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,p50_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,p75_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,p90_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,p95_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,potential_lf,p99_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,missing_share,0.9913525884650538,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,non_missing_n,3529.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,mean,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,sd,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,max,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,min,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,num,3529.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,skewness,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,kurtosis,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,p01,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,p05,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,p10,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,p25,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,p50,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,p75,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,p90,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,p95,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,p99,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,missing_share_w,0.9920499518926175,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,mean_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,sd_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,p01_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,p05_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,p10_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,p25_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,p50_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,p75_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,p90_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,p95_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,underemployment,p99_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,missing_share,0.6390851239527664,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,non_missing_n,147289.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,mean,2.083210558833314,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,sd,1.1354906690369952,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,max,5.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,min,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,num,147289.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,skewness,1.3453092932452138,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,kurtosis,1.3001560894270283,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,p01,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,p05,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,p10,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,p25,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,p50,2.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,p75,2.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,p90,4.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,p95,5.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,p99,5.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,missing_share_w,0.6312988723056719,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,mean_w,2.0738760935372014,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,sd_w,1.113196747349783,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,p01_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,p05_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,p10_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,p25_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,p50_w,2.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,p75_w,2.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,p90_w,3.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,p95_w,5.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,nlfreason,p99_w,5.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,missing_share,0.987762773248648,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,non_missing_n,4994.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,mean,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,sd,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,max,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,min,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,num,4994.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,skewness,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,kurtosis,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,p01,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,p05,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,p10,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,p25,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,p50,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,p75,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,p90,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,p95,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,p99,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,missing_share_w,0.9879849824570628,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,mean_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,sd_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,p01_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,p05_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,p10_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,p25_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,p50_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,p75_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,p90_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,p95_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_l,p99_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,missing_share,0.9996765490726515,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,non_missing_n,132.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,mean,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,sd,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,max,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,min,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,num,132.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,skewness,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,kurtosis,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,p01,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,p05,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,p10,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,p25,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,p50,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,p75,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,p90,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,p95,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,p99,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,missing_share_w,0.9996796607018673,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,mean_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,sd_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,p01_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,p05_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,p10_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,p25_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,p50_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,p75_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,p90_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,p95_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,unempldur_u,p99_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,missing_share,0.5331475940886893,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,non_missing_n,190522.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,mean,1.7487219323752639,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,sd,1.2262499356103662,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,max,4.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,min,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,num,190522.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,skewness,1.1347198950633945,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,kurtosis,-0.5743615959522357,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,p01,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,p05,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,p10,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,p25,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,p50,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,p75,3.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,p90,4.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,p95,4.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,p99,4.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,missing_share_w,0.5424039193744039,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,mean_w,1.7997321750662576,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,sd_w,1.2545211695416703,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,p01_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,p05_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,p10_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,p25_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,p50_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,p75_w,3.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,p90_w,4.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,p95_w,4.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,empstat,p99_w,4.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,missing_share,0.5885214126964291,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,non_missing_n,167924.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,mean,1.872031395154951,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,sd,0.3679213315297242,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,max,4.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,min,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,num,167924.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,skewness,-1.4789285428427217,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,kurtosis,2.5104739057099077,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,p01,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,p05,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,p10,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,p25,2.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,p50,2.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,p75,2.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,p90,2.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,p95,2.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,p99,3.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,missing_share_w,0.6077861739268879,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,mean_w,1.8834375647799337,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,sd_w,0.3479409947999449,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,p01_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,p05_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,p10_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,p25_w,2.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,p50_w,2.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,p75_w,2.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,p90_w,2.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,p95_w,2.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,ocusec,p99_w,2.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,missing_share,0.5313269574294472,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,non_missing_n,191265.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,mean,4982.859707735341,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,sd,2227.639318986319,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,max,9999.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,min,1110.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,num,191265.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,skewness,0.152744380846457,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,kurtosis,-0.7293677484199712,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,p01,1110.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,p05,1110.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,p10,2361.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,p25,3260.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,p50,4671.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,p75,7111.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,p90,8121.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,p95,9312.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,p99,9314.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,missing_share_w,0.5407906581503512,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,mean_w,4820.755430283799,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,sd_w,2246.5147045270746,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,p01_w,1110.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,p05_w,1110.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,p10_w,1121.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,p25_w,3160.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,p50_w,4652.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,p75_w,6212.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,p90_w,8121.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,p95_w,8140.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industry_orig,p99_w,9314.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industrycat10,missing_share,0.5313269574294472,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industrycat10,non_missing_n,191265.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industrycat10,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industrycat10,mean,6.020714715185737,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industrycat10,sd,2.668893390331329,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industrycat10,max,10.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industrycat10,min,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industrycat10,num,191265.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,industrycat10,skewness,-0.12818612565571078,no
