survey_id,variable,metric,value,weighted
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_skill_2,p05_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_skill_2,p10_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_skill_2,p25_w,2.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_skill_2,p50_w,2.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_skill_2,p75_w,2.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_skill_2,p90_w,3.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_skill_2,p95_w,3.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_skill_2,p99_w,3.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,missing_share,0.9751163320664838,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,non_missing_n,10155.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,mean,5.865780403741999,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,sd,2.332260387668023,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,max,9.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,min,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,num,10155.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,skewness,-0.2529445465066135,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,kurtosis,-0.9383258045924374,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,p01,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,p05,2.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,p10,2.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,p25,5.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,p50,6.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,p75,8.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,p90,9.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,p95,9.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,p99,9.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,missing_share_w,0.9768451518763612,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,mean_w,5.992677012848937,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,sd_w,2.3100844001447327,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,p01_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,p05_w,2.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,p10_w,2.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,p25_w,5.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,p50_w,6.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,p75_w,8.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,p90_w,9.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,p95_w,9.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,occup_2,p99_w,9.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,missing_share,0.9972212624877786,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,non_missing_n,1134.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,mean,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,sd,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,max,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,min,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,num,1134.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,skewness,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,kurtosis,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,p01,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,p05,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,p10,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,p25,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,p50,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,p75,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,p90,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,p95,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,p99,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,missing_share_w,0.9965830373086009,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,mean_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,sd_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,p01_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,p05_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,p10_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,p25_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,p50_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,p75_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,p90_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,p95_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_l_2,p99_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,missing_share,0.9972212624877786,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,non_missing_n,1134.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,mean,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,sd,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,max,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,min,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,num,1134.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,skewness,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,kurtosis,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,p01,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,p05,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,p10,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,p25,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,p50,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,p75,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,p90,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,p95,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,p99,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,missing_share_w,0.9965830373086009,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,mean_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,sd_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,p01_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,p05_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,p10_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,p25_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,p50_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,p75_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,p90_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,p95_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,firmsize_u_2,p99_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,missing_share,0.7369192279324379,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,non_missing_n,107363.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,mean,2210.2958984375,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,sd,3150.553955078125,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,max,47952.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,min,8.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,num,107363.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,skewness,13.4714937210083,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,kurtosis,192.66043090820312,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,p01,192.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,p05,480.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,p10,816.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,p25,1536.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,p50,2160.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,p75,2352.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,p90,2880.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,p95,3456.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,p99,4368.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,missing_share_w,0.7522377167512522,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,mean_w,2237.8693343614746,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,sd_w,3362.981485991915,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,p01_w,192.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,p05_w,480.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,p10_w,816.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,p25_w,1536.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,p50_w,2160.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,p75_w,2400.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,p90_w,2880.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,p95_w,3360.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_hours_total,p99_w,4368.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,missing_share,0.7307271029823645,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,non_missing_n,109890.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,zero_share,0.012443059159664689,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,mean,129920.515625,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,sd,110427.6015625,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,max,3000000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,min,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,num,109890.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,skewness,4.158239841461182,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,kurtosis,43.824771881103516,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,p01,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,p05,5160.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,p10,25800.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,p25,72000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,p50,108360.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,p75,156000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,p90,240000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,p95,309600.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,p99,528000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,missing_share_w,0.7468104522564181,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,zero_share_w,0.013593844105393943,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,mean_w,124343.98192884181,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,sd_w,110518.84575324449,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,p01_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,p05_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,p10_w,20640.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,p25_w,61920.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,p50_w,103200.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,p75_w,154800.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,p90_w,225600.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,p95_w,300000.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total,p99_w,528000.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,missing_share,0.7307271029823645,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,non_missing_n,109890.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,zero_share,0.012443059159664689,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,mean,129920.515625,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,sd,110427.6015625,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,max,3000000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,min,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,num,109890.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,skewness,4.158239841461182,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,kurtosis,43.824771881103516,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,p01,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,p05,5160.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,p10,25800.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,p25,72000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,p50,108360.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,p75,156000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,p90,240000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,p95,309600.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,p99,528000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,missing_share_w,0.7468104522564181,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,zero_share_w,0.013593844105393943,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,mean_w,124343.98192884181,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,sd_w,110518.84575324449,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,p01_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,p05_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,p10_w,20640.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,p25_w,61920.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,p50_w,103200.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,p75_w,154800.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,p90_w,225600.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,p95_w,300000.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total,p99_w,528000.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,missing_share,0.7307271029823645,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,non_missing_n,109890.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,zero_share,0.012443059159664689,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,mean,129920.515625,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,sd,110427.6015625,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,max,3000000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,min,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,num,109890.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,skewness,4.158239841461182,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,kurtosis,43.824771881103516,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,p01,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,p05,5160.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,p10,25800.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,p25,72000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,p50,108360.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,p75,156000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,p90,240000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,p95,309600.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,p99,528000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,missing_share_w,0.7468104522564181,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,zero_share_w,0.013593844105393943,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,mean_w,124343.98192884181,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,sd_w,110518.84575324449,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,p01_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,p05_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,p10_w,20640.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,p25_w,61920.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,p50_w,103200.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,p75_w,154800.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,p90_w,225600.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,p95_w,300000.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,wage_total_year,p99_w,528000.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,missing_share,0.7307271029823645,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,non_missing_n,109890.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,zero_share,0.012443059159664689,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,mean,129920.515625,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,sd,110427.6015625,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,max,3000000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,min,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,num,109890.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,skewness,4.158239841461182,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,kurtosis,43.824771881103516,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,p01,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,p05,5160.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,p10,25800.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,p25,72000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,p50,108360.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,p75,156000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,p90,240000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,p95,309600.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,p99,528000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,missing_share_w,0.7468104522564181,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,zero_share_w,0.013593844105393943,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,mean_w,124343.98192884181,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,sd_w,110518.84575324449,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,p01_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,p05_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,p10_w,20640.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,p25_w,61920.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,p50_w,103200.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,p75_w,154800.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,p90_w,225600.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,p95_w,300000.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_nocompen_total_year,p99_w,528000.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total_year,missing_share,0.7307271029823645,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total_year,non_missing_n,109890.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total_year,zero_share,0.012443059159664689,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total_year,mean,129920.515625,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total_year,sd,110427.6015625,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total_year,max,3000000.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total_year,min,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total_year,num,109890.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total_year,skewness,4.158239841461182,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total_year,kurtosis,43.824771881103516,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,t_wage_total_year,p01,0.0,no
